Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
1/5/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",238,148,382,180,131,248,255,161,405,289,163,514,231,151,351,196,127,302
1/6/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",240,148,389,184,110,305,263,178,387,308,179,531,225,151,337,203,125,328
1/7/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",296,180,486,278,182,425,384,235,629,292,188,454,263,164,423,200,130,308
1/8/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",285,177,459,300,208,434,340,202,572,289,181,461,270,174,419,196,122,314
1/9/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",284,171,472,247,172,356,387,219,683,278,172,450,263,169,411,203,121,340
1/10/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",286,178,458,333,217,511,355,222,568,290,184,458,262,167,410,208,137,317
1/11/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",295,170,513,275,190,399,381,190,763,325,187,564,276,171,445,215,127,364
1/12/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",250,158,395,200,143,280,252,169,377,280,176,446,261,165,413,212,133,340
1/13/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",240,147,393,233,140,388,281,170,465,238,149,381,230,146,361,227,135,381
1/14/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",273,165,454,302,210,435,341,199,584,272,155,477,249,158,393,198,135,291
1/15/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",302,186,490,284,195,414,408,261,637,298,190,467,282,184,433,224,127,396
1/16/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",298,182,486,341,218,534,370,221,618,300,185,485,260,168,403,223,143,346
1/17/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",295,181,479,286,192,426,375,222,633,302,190,479,270,170,428,218,139,341
1/18/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",277,170,449,260,184,366,384,230,641,299,168,531,270,173,419,202,135,303
1/19/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",256,156,421,190,134,270,274,158,476,266,166,425,275,169,449,220,137,351
1/20/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",277,162,473,198,122,322,294,166,518,280,167,468,289,176,474,259,149,451
1/21/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",280,162,485,215,127,363,303,175,525,282,164,486,297,180,490,240,134,429
1/22/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",340,199,580,359,212,608,433,253,742,361,207,630,296,190,460,250,148,422
1/23/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",331,193,567,381,234,619,444,259,759,300,172,524,295,186,467,251,154,410
1/24/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",430,235,785,441,274,712,565,330,966,457,242,860,322,214,485,225,148,342
1/25/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",317,188,533,314,211,467,445,254,779,319,190,536,283,177,450,209,140,314
1/26/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",254,150,428,198,106,368,280,167,470,287,160,514,254,156,412,227,144,358
1/27/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",246,154,393,273,157,475,280,167,469,251,159,396,253,163,395,216,140,334
1/28/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",276,173,440,262,177,387,368,243,558,253,171,375,239,150,379,214,144,317
1/29/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",299,181,494,299,197,454,374,229,611,306,181,514,283,177,451,201,122,332
1/30/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",350,213,575,312,215,453,444,269,732,331,213,515,327,206,517,273,144,517
1/31/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",325,193,546,297,188,468,429,283,651,318,193,523,311,185,523,220,138,351
2/1/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",304,179,515,277,204,377,428,251,728,345,189,629,268,172,419,215,136,337
2/2/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",254,157,409,218,141,338,280,174,452,281,166,477,262,167,409,215,135,340
2/3/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",275,155,488,200,130,308,309,184,518,272,164,450,290,156,540,235,131,420
2/4/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",285,173,470,275,199,380,380,224,645,288,167,495,275,186,406,255,148,438
2/5/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",316,184,541,293,195,438,436,235,811,341,192,606,267,177,404,222,137,360
2/6/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",313,181,541,276,190,399,434,251,749,276,173,442,306,170,547,247,146,419
2/7/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",291,180,470,294,190,455,376,225,627,287,185,446,280,178,441,221,135,362
2/8/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",297,177,499,290,198,424,446,278,714,366,203,662,279,172,451,218,138,344
2/9/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",276,165,460,222,138,355,342,216,540,343,197,597,260,164,412,222,136,361
2/10/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",248,143,429,204,90,461,284,166,488,265,136,519,254,162,397,225,137,368
2/11/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",279,174,449,282,192,415,331,201,547,276,180,422,268,173,416,213,117,388
2/12/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",383,206,714,298,203,439,493,258,942,477,226,1008,329,200,541,253,148,431
2/13/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",300,180,500,273,188,397,377,229,621,269,156,464,293,181,473,216,140,335
2/14/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",311,178,542,317,192,524,501,288,874,301,165,548,273,175,425,218,127,376
2/15/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",344,185,640,322,211,492,456,242,857,524,276,993,271,158,465,218,141,337
2/16/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",254,152,424,198,128,305,261,164,413,292,179,477,263,157,440,222,131,375
2/17/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",249,147,423,239,137,416,248,157,392,302,167,549,254,151,429,202,128,321
2/18/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",252,147,430,198,133,294,268,163,441,257,154,428,237,141,396,276,143,530
2/19/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",291,174,487,252,163,390,382,225,649,301,182,496,277,170,449,215,131,351
2/20/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",292,182,466,264,186,373,344,216,546,305,188,494,294,186,464,213,133,342
2/21/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",299,176,509,294,200,433,405,205,802,299,181,495,281,169,469,242,158,370
2/22/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",294,181,476,268,166,432,373,228,610,314,190,519,278,180,430,228,147,352
2/23/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",262,156,439,221,121,402,281,153,516,313,181,542,263,165,417,232,142,379
2/24/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",252,150,423,229,105,500,261,153,442,280,168,466,244,157,378,232,141,383
2/25/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",298,181,489,254,174,369,364,213,623,280,176,445,291,181,467,208,135,322
2/26/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",307,182,516,271,171,430,397,216,728,320,199,514,289,179,468,216,139,336
2/27/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",321,191,539,296,192,458,405,233,703,320,197,517,319,195,522,240,142,405
2/28/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",312,182,534,306,179,521,420,240,737,304,185,497,286,173,475,271,157,469
3/1/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",310,178,540,348,210,578,436,251,756,338,200,571,276,162,469,243,147,400
3/2/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",230,139,381,233,144,377,227,136,380,262,148,462,219,144,335,213,129,351
3/3/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",225,140,360,190,122,296,245,153,392,227,145,355,236,147,380,207,129,334
3/4/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",283,161,497,535,241,1186,251,160,395,221,143,342,261,160,423,290,155,543
3/5/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",263,161,430,249,167,372,319,193,529,244,153,389,257,161,412,217,130,360
3/6/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",271,166,442,266,172,412,349,206,589,244,159,374,254,161,402,224,136,368
3/7/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",270,165,440,261,161,422,340,208,557,258,163,409,272,169,436,210,133,331
3/8/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",268,160,451,279,186,419,343,205,574,281,161,488,247,151,403,211,131,342
3/9/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",228,140,370,195,121,314,248,153,401,244,147,404,231,147,363,199,122,324
3/10/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",242,137,428,210,126,352,278,168,458,260,143,474,248,130,472,202,127,322
3/11/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",294,172,502,283,187,427,365,210,632,313,179,544,278,172,449,204,119,349
3/12/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",318,186,542,345,207,574,440,249,777,317,196,512,277,171,450,240,146,395
3/13/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",300,180,498,288,196,421,437,283,677,300,178,504,281,176,450,208,133,323
3/14/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",307,184,512,322,204,510,385,229,648,296,175,501,298,182,489,235,151,366
3/15/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",331,193,567,334,217,514,371,214,640,366,214,626,333,198,559,242,142,411
3/16/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",286,166,493,223,139,357,323,186,558,324,186,564,281,174,455,246,140,434
3/17/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",256,145,452,250,151,414,262,164,417,261,132,515,261,156,437,243,141,418
3/18/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",304,181,510,315,190,522,357,219,580,318,187,540,297,182,485,220,136,356
3/19/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",291,175,483,308,174,546,351,213,578,285,166,487,282,178,447,229,149,353
3/20/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",292,181,473,306,186,501,352,212,584,280,181,433,290,185,454,223,139,358
3/21/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",292,178,478,270,177,411,370,234,584,293,180,477,284,174,463,217,139,339
3/22/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",304,177,520,310,203,473,382,203,718,345,212,562,269,172,419,250,133,467
3/23/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",267,157,455,215,103,445,273,167,447,280,181,435,276,162,472,249,145,428
3/24/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",253,150,427,213,114,396,287,169,485,238,145,392,277,165,463,238,144,395
3/25/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",280,168,466,257,151,436,357,225,566,292,169,505,264,168,414,222,138,356
3/26/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",297,177,499,260,172,395,397,233,678,289,175,477,290,174,484,214,140,327
3/27/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",299,182,491,282,183,434,359,219,587,311,184,525,292,183,467,233,143,379
3/28/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",295,173,503,265,172,409,400,248,647,300,176,512,278,168,461,221,128,383
3/29/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",298,172,517,312,211,461,380,226,637,337,176,644,276,167,455,222,136,364
3/30/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",274,159,469,230,143,372,312,183,533,288,160,516,271,163,449,244,143,415
3/31/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",265,151,464,236,113,493,288,152,547,287,170,484,251,157,403,251,146,432
4/1/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",292,173,493,273,181,412,373,221,630,284,174,462,287,170,486,204,127,326
4/2/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",327,189,566,299,200,448,370,211,649,391,231,661,300,177,509,249,145,428
4/3/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",320,192,535,265,190,371,428,267,687,372,209,664,294,183,474,245,155,385
4/4/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",331,194,564,312,197,495,430,266,695,406,236,700,286,175,470,234,146,376
4/5/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",356,197,643,380,222,648,444,242,813,525,308,896,309,182,524,226,139,368
4/6/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",272,164,450,242,157,372,288,168,492,306,179,521,267,166,427,251,152,414
4/7/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",253,149,428,227,113,456,259,169,398,276,166,458,264,161,434,231,134,399
4/8/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",301,177,512,292,184,464,355,219,576,323,178,588,279,175,447,234,135,407
4/9/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",347,193,625,277,182,421,523,285,958,401,229,701,301,176,515,231,141,379
4/10/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",325,183,579,359,222,580,367,203,666,429,242,760,293,181,473,227,116,446
4/11/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",329,186,584,305,148,628,374,220,637,392,234,658,324,195,536,236,127,438
4/12/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",305,177,523,292,183,467,403,234,692,324,186,564,292,176,485,224,138,362
4/13/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",273,159,467,219,122,393,317,190,530,272,161,460,282,172,462,241,136,428
4/14/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",265,150,467,212,134,336,307,175,536,269,143,508,286,164,499,227,135,380
4/15/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",276,161,474,224,154,327,298,171,519,301,169,537,260,158,426,239,141,404
4/16/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",305,182,510,311,192,504,359,223,577,352,203,609,281,177,446,231,137,390
4/17/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",304,182,506,260,177,382,363,225,584,389,229,660,282,172,462,231,146,366
4/18/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",318,184,548,277,187,409,444,262,752,362,216,608,285,175,465,222,131,375
4/19/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",308,184,516,253,175,366,379,230,624,418,245,712,276,175,435,233,141,384
4/20/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",263,155,448,224,115,434,248,153,403,283,174,461,272,159,465,252,148,428
4/21/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",250,148,422,241,158,368,247,138,442,241,137,422,267,160,445,244,150,396
4/22/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",385,218,680,284,185,437,572,331,988,415,241,715,335,202,556,249,152,406
4/23/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",327,190,564,347,204,590,434,253,743,383,227,645,288,174,478,242,151,389
4/24/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",331,190,577,317,199,505,450,263,770,381,227,639,301,182,498,245,139,435
4/25/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",337,193,589,365,214,624,419,232,757,405,242,677,297,182,485,256,145,450
4/26/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",349,198,616,384,228,645,461,260,818,412,231,732,325,195,539,251,147,427
4/27/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",284,162,498,242,135,434,281,176,451,331,187,586,289,169,494,259,144,466
4/28/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",278,157,491,216,105,447,303,174,530,335,186,606,275,164,459,249,144,432
4/29/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",320,184,556,288,185,447,409,253,663,379,208,693,288,175,472,221,127,382
4/30/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",303,177,518,312,196,497,322,193,537,348,196,619,290,174,481,230,137,384
5/1/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",313,181,539,288,164,506,400,229,701,404,249,654,254,159,405,247,150,406
5/2/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",319,179,569,305,186,501,522,284,959,356,211,600,265,159,440,210,127,347
5/3/2019,302,"Northeastern University, 360 Huntington Ave, Boston, MA",245,"Mission Hill Main Streets, 1534 Tremont St, Roxbury Crossing, MA",310,176,544,301,192,474,385,215,687,389,221,685,271,160,459,234,141,390
